,,,,,,,
,,2013/02/23,21,4,2,4,17
,,2013/02/24,11,0,0,0,11
,,2013/02/25,19,2,0,3,17
,,2013/02/26,16,0,0,0,16
,,2013/02/27,12,1,0,1,11
,,2013/02/28,18,0,0,0,18
,WOJ. PODKARPACKIE,,2553,192,19,233,2361
,,2013/01/01,21,3,0,3,18
,,2013/01/02,40,3,0,4,37
,,2013/01/03,55,6,1,5,49
,,2013/01/04,39,2,0,3,37
,,2013/01/05,39,0,0,0,39
,,2013/01/06,24,0,0,0,24
,,2013/01/07,39,3,1,2,36
,,2013/01/08,24,1,0,1,23
,,2013/01/09,33,4,0,5,29
,,2013/01/10,68,5,2,4,63
,,2013/01/11,62,6,1,7,56
,,2013/01/12,36,1,1,0,35
,,2013/01/13,33,3,0,6,30
,,2013/01/14,42,5,0,6,37
,,2013/01/15,77,6,1,6,71
,,2013/01/16,64,2,0,2,62
,,2013/01/17,42,7,0,11,35
,,2013/01/18,54,5,0,6,49
,,2013/01/19,38,0,0,0,38
,,2013/01/20,17,2,1,1,15
,,2013/01/21,49,1,0,1,48
,,2013/01/22,53,7,1,11,46
,,2013/01/23,62,4,0,4,58
,,2013/01/24,46,3,1,2,43
,,2013/01/25,51,3,0,3,48
,,2013/01/26,33,1,0,3,32
,,2013/01/27,19,1,0,2,18
,,2013/01/28,50,4,0,5,46
,,2013/01/29,66,4,1,5,62
,,2013/01/30,45,2,0,2,43
,,2013/01/31,63,3,0,5,60
,,2013/02/01,52,4,0,4,48
,,2013/02/02,38,5,2,5,33
,,2013/02/03,29,3,1,2,26
,,2013/02/04,45,5,0,6,40
,,2013/02/05,60,6,0,6,54
,,2013/02/06,61,3,0,3,58
,,2013/02/07,93,4,1,4,89
,,2013/02/08,51,4,0,5,47
,,2013/02/09,34,2,0,5,32
,,2013/02/10,23,1,0,3,22
,,2013/02/11,37,2,0,2,35
,,2013/02/12,46,3,0,3,43
,,2013/02/13,34,3,0,5,31
,,2013/02/14,42,4,1,6,38
,,2013/02/15,33,4,0,5,29
,,2013/02/16,34,2,1,4,32
,,2013/02/17,16,2,0,3,14
,,2013/02/18,31,5,0,7,26
,,2013/02/19,47,3,0,4,44
,,2013/02/20,67,2,0,2,65
,,2013/02/21,36,4,0,4,32
,,2013/02/22,61,2,0,2,59
,,2013/02/23,33,6,0,7,27
,,2013/02/24,14,3,0,3,11
,,2013/02/25,36,4,1,4,32
,,2013/02/26,32,2,1,2,30
,,2013/02/27,47,5,0,6,42
,,2013/02/28,37,2,0,6,35
,WOJ. PODLASKIE,,1936,63,13,80,1873
,,2013/01/01,25,3,0,5,22
,,2013/01/02,24,5,4,3,19
,,2013/01/03,25,0,0,0,25
,,2013/01/04,33,0,0,0,33
,,2013/01/05,16,0,0,0,16
,,2013/01/06,10,1,0,2,9
,,2013/01/07,23,0,0,0,23
,,2013/01/08,24,1,0,1,23
,,2013/01/09,18,1,0,1,17
,,2013/01/10,57,6,2,7,51
,,2013/01/11,45,0,0,0,45
,,2013/01/12,27,1,0,2,26
,,2013/01/13,26,3,0,6,23
,,2013/01/14,45,3,0,3,42
,,2013/01/15,42,0,0,0,42
,,2013/01/16,41,1,0,1,40
,,2013/01/17,49,0,0,0,49
,,2013/01/18,50,3,0,3,47
,,2013/01/19,27,0,0,0,27
,,2013/01/20,26,0,0,0,26
,,2013/01/21,34,0,0,0,34
,,2013/01/22,30,2,0,2,28
,,2013/01/23,32,0,0,0,32
,,2013/01/24,30,1,0,1,29
,,2013/01/25,41,0,0,0,41
,,2013/01/26,29,2,0,3,27
,,2013/01/27,21,1,1,1,20
,,2013/01/28,31,0,0,0,31
,,2013/01/29,35,1,0,1,34
,,2013/01/30,45,1,0,1,44
,,2013/01/31,39,2,1,2,37
,,2013/02/01,35,1,0,1,34
,,2013/02/02,42,3,0,6,39
,,2013/02/03,24,1,1,3,23
,,2013/02/04,31,2,1,3,29
,,2013/02/05,25,0,0,0,25
,,2013/02/06,39,0,0,0,39
,,2013/02/07,65,2,0,4,63
,,2013/02/08,50,0,0,0,50
,,2013/02/09,25,1,0,1,24
,,2013/02/10,13,0,0,0,13
,,2013/02/11,64,2,0,2,62
,,2013/02/12,31,2,1,1,29
,,2013/02/13,28,0,0,0,28
,,2013/02/14,28,0,0,0,28
,,2013/02/15,21,0,0,0,21
,,2013/02/16,25,0,0,0,25
,,2013/02/17,6,0,0,0,6
,,2013/02/18,32,3,0,5,29
,,2013/02/19,72,2,0,5,70
,,2013/02/20,56,0,0,0,56
,,2013/02/21,20,0,0,0,20
,,2013/02/22,28,1,0,1,27
,,2013/02/23,26,0,0,0,26
,,2013/02/24,18,1,0,1,17
,,2013/02/25,34,0,0,0,34
,,2013/02/26,29,0,0,0,29
,,2013/02/27,36,1,1,0,35
,,2013/02/28,33,3,1,2,30
,WOJ. POMORSKIE,,3036,268,26,340,2768
,,2013/01/01,32,6,0,11,26
,,2013/01/02,47,4,1,7,43
,,2013/01/03,43,4,3,2,39
,,2013/01/04,39,6,0,11,33
,,2013/01/05,36,0,0,0,36
,,2013/01/06,25,5,1,7,20
,,2013/01/07,42,3,1,3,39
,,2013/01/08,127,6,0,6,121
,,2013/01/09,54,6,0,8,48
,,2013/01/10,68,12,1,12,56
,,2013/01/11,123,9,0,16,114
,,2013/01/12,29,1,0,1,28
,,2013/01/13,40,4,0,5,36
,,2013/01/14,56,4,0,8,52
,,2013/01/15,54,6,0,9,48
,,2013/01/16,50,5,1,5,45
,,2013/01/17,57,3,0,5,54
,,2013/01/18,48,3,0,3,45
,,2013/01/19,42,5,0,11,37
,,2013/01/20,18,1,0,1,17
,,2013/01/21,55,2,0,2,53
,,2013/01/22,48,3,0,3,45
,,2013/01/23,38,3,0,4,35
,,2013/01/24,60,7,2,6,53
,,2013/01/25,74,2,0,2,72
,,2013/01/26,41,5,1,11,36
,,2013/01/27,29,3,1,2,26
,,2013/01/28,48,6,1,8,42
,,2013/01/29,43,4,0,4,39
,,2013/01/30,54,3,1,2,51
,,2013/01/31,80,12,2,13,68
,,2013/02/01,66,4,0,5,62
,,2013/02/02,64,5,0,7,59
,,2013/02/03,29,3,0,3,26
,,2013/02/04,50,7,0,9,43
,,2013/02/05,70,6,0,7,64
,,2013/02/06,57,5,1,12,52
,,2013/02/07,51,1,0,1,50
,,2013/02/08,85,11,2,12,74
,,2013/02/09,37,2,1,1,35
,,2013/02/10,22,2,0,4,20
,,2013/02/11,58,3,0,3,55
,,2013/02/12,59,7,0,8,52
,,2013/02/13,60,6,0,11,54
,,2013/02/14,50,5,1,4,45
,,2013/02/15,38,7,0,10,31
,,2013/02/16,29,3,0,3,26
,,2013/02/17,15,0,0,0,15
,,2013/02/18,74,5,0,7,69
,,2013/02/19,88,5,1,4,83
,,2013/02/20,68,7,1,7,61
,,2013/02/21,45,4,1,3,41
,,2013/02/22,53,4,0,5,49
,,2013/02/23,37,4,2,5,33
,,2013/02/24,22,2,0,2,20
,,2013/02/25,43,1,0,1,42
,,2013/02/26,39,2,0,2,37
,,2013/02/27,62,6,0,7,56
,,2013/02/28,65,8,0,9,57
,WOJ. ŚLĄSKIE,,7387,512,31,617,6875
,,2013/01/01,41,5,1,6,36
,,2013/01/02,140,16,2,16,124
,,2013/01/03,114,18,3,19,96
,,2013/01/04,134,24,1,34,110
,,2013/01/05,76,5,0,5,71
,,2013/01/06,84,9,1,13,75
,,2013/01/07,99,5,1,4,94
,,2013/01/08,148,4,0,4,144
,,2013/01/09,125,11,3,12,114
,,2013/01/10,156,14,2,19,142
,,2013/01/11,194,12,1,14,182
,,2013/01/12,120,12,0,15,108
,,2013/01/13,84,7,0,10,77
,,2013/01/14,146,10,0,11,136
,,2013/01/15,103,5,0,9,98
,,2013/01/16,131,10,0,16,121
,,2013/01/17,125,5,0,5,120
,,2013/01/18,162,9,0,9,153
,,2013/01/19,72,9,0,13,63
,,2013/01/20,66,4,0,6,62
,,2013/01/21,208,16,1,20,192
,,2013/01/22,136,10,1,9,126
,,2013/01/23,149,7,0,7,142
,,2013/01/24,95,7,0,8,88
,,2013/01/25,133,11,0,16,122
,,2013/01/26,75,1,0,1,74
,,2013/01/27,56,2,0,2,54
,,2013/01/28,178,12,0,16,166
,,2013/01/29,153,6,1,5,147
,,2013/01/30,160,5,0,5,155
,,2013/01/31,227,4,0,5,223
,,2013/02/01,130,8,1,10,122
,,2013/02/02,119,7,1,8,112
,,2013/02/03,116,8,0,9,108
,,2013/02/04,147,13,1,15,134
,,2013/02/05,117,6,0,6,111
,,2013/02/06,168,15,0,18,153
,,2013/02/07,188,9,0,12,179
,,2013/02/08,153,12,0,14,141
,,2013/02/09,97,14,1,15,83
,,2013/02/10,75,5,0,8,70
,,2013/02/11,131,12,0,16,119
,,2013/02/12,148,10,0,12,138
,,2013/02/13,186,13,1,18,173
,,2013/02/14,123,4,0,5,119
,,2013/02/15,121,9,2,10,112
,,2013/02/16,99,7,1,6,92
,,2013/02/17,60,3,1,2,57
,,2013/02/18,103,2,0,3,101
,,2013/02/19,180,15,0,18,165
,,2013/02/20,189,8,1,9,181
,,2013/02/21,111,5,0,9,106
,,2013/02/22,177,11,1,14,166
,,2013/02/23,93,9,0,12,84
,,2013/02/24,53,3,0,3,50
,,2013/02/25,97,8,0,11,89
,,2013/02/26,105,10,1,9,95
,,2013/02/27,102,4,1,3,98
,,2013/02/28,109,7,0,8,102
,WOJ. ŚWIĘTOKRZYSKIE,,1981,153,13,183,1828
,,2013/01/01,25,4,1,5,21
,,2013/01/02,35,7,0,8,28
,,2013/01/03,23,1,0,1,22
,,2013/01/04,20,2,0,3,18
,,2013/01/05,17,2,0,2,15
,,2013/01/06,12,1,0,1,11
,,2013/01/07,28,1,0,4,27
,,2013/01/08,29,3,0,4,26
,,2013/01/09,39,4,0,5,35
,,2013/01/10,55,7,1,9,48
,,2013/01/11,35,1,0,1,34
,,2013/01/12,46,5,0,9,41
,,2013/01/13,20,0,0,0,20
,,2013/01/14,32,2,0,3,30
,,2013/01/15,36,2,1,2,34
,,2013/01/16,33,5,0,6,28
,,2013/01/17,36,2,0,2,34
,,2013/01/18,40,4,3,3,36
,,2013/01/19,33,4,0,4,29
,,2013/01/20,10,1,0,1,9
,,2013/01/21,40,4,2,4,36
,,2013/01/22,41,1,0,2,40
,,2013/01/23,29,0,0,0,29
,,2013/01/24,25,0,0,0,25
,,2013/01/25,32,2,0,2,30
,,2013/01/26,34,2,0,3,32
,,2013/01/27,19,2,0,2,17
,,2013/01/28,42,1,0,2,41
,,2013/01/29,30,0,0,0,30
,,2013/01/30,40,1,0,1,39
,,2013/01/31,40,3,2,2,37
,,2013/02/01,58,5,0,5,53
,,2013/02/02,39,6,0,6,33
,,2013/02/03,29,0,0,0,29
,,2013/02/04,43,2,0,4,41
,,2013/02/05,55,6,0,9,49
,,2013/02/06,65,4,0,6,61
,,2013/02/07,99,2,0,2,97
,,2013/02/08,37,2,0,3,35
,,2013/02/09,28,2,0,2,26
,,2013/02/10,15,0,0,0,15
,,2013/02/11,36,2,0,2,34
,,2013/02/12,32,1,0,1,31
,,2013/02/13,29,1,0,1,28
,,2013/02/14,38,3,0,3,35
,,2013/02/15,35,4,1,4,31
,,2013/02/16,29,4,1,4,25
,,2013/02/17,21,2,0,3,19
,,2013/02/18,27,2,1,1,25
,,2013/02/19,44,5,0,5,39
,,2013/02/20,32,2,0,2,30
,,2013/02/21,23,2,0,2,21
,,2013/02/22,37,5,0,7,32
,,2013/02/23,28,3,0,3,25
,,2013/02/24,26,2,0,3,24
,,2013/02/25,31,4,0,5,27
,,2013/02/26,19,1,0,1,18
,,2013/02/27,22,2,0,2,20
,,2013/02/28,28,5,0,6,23
,WOJ. WARMIŃSKO-MAZURSKIE,,2487,218,20,274,2269
,,2013/01/01,38,4,0,8,34
,,2013/01/02,30,7,0,7,23
,,2013/01/03,33,5,0,5,28
,,2013/01/04,35,3,2,3,32
,,2013/01/05,24,2,0,2,22
,,2013/01/06,14,2,0,3,12
,,2013/01/07,33,2,0,2,31
,,2013/01/08,55,6,1,7,49
,,2013/01/09,32,2,0,2,30
,,2013/01/10,87,10,2,9,77
,,2013/01/11,64,9,0,13,55
,,2013/01/12,35,4,1,4,31
,,2013/01/13,25,2,0,2,23
,,2013/01/14,43,6,0,7,37
,,2013/01/15,51,3,0,3,48
,,2013/01/16,44,5,1,4,39
,,2013/01/17,33,4,0,5,29
,,2013/01/18,38,1,0,1,37
,,2013/01/19,33,3,0,3,30
,,2013/01/20,35,2,0,3,33
,,2013/01/21,36,3,0,3,33
,,2013/01/22,42,4,0,7,38
,,2013/01/23,38,1,0,1,37
,,2013/01/24,37,2,0,2,35
,,2013/01/25,55,7,1,7,48
,,2013/01/26,37,2,0,2,35
,,2013/01/27,36,1,0,1,35
,,2013/01/28,50,6,1,5,44
,,2013/01/29,46,2,3,2,44
,,2013/01/30,45,2,0,4,43
,,2013/01/31,63,6,0,7,57
,,2013/02/01,40,6,0,9,34
,,2013/02/02,53,6,2,20,47
,,2013/02/03,23,4,1,4,19
,,2013/02/04,51,2,0,3,49
,,2013/02/05,48,7,0,8,41
,,2013/02/06,32,1,1,0,31
,,2013/02/07,62,7,2,5,55
,,2013/02/08,95,7,0,7,88
,,2013/02/09,35,3,0,3,32
,,2013/02/10,35,7,0,19,28
,,2013/02/11,57,2,0,7,55
,,2013/02/12,35,2,0,4,33
,,2013/02/13,22,4,0,6,18
,,2013/02/14,37,1,0,2,36
,,2013/02/15,48,2,0,3,46
,,2013/02/16,28,2,0,2,26
,,2013/02/17,12,1,0,1,11
,,2013/02/18,64,6,0,7,58
,,2013/02/19,83,5,0,5,78
,,2013/02/20,54,3,0,3,51
,,2013/02/21,36,1,0,1,35
,,2013/02/22,40,3,0,3,37
,,2013/02/23,26,3,1,2,23
,,2013/02/24,28,1,0,1,27
,,2013/02/25,34,4,0,4,30
,,2013/02/26,37,1,0,1,36
,,2013/02/27,45,4,1,3,41
,,2013/02/28,60,5,0,7,55
,WOJ. WIELKOPOLSKIE,,5428,264,28,334,5164
,,2013/01/01,37,2,0,6,35
,,2013/01/02,86,6,0,8,80
,,2013/01/03,89,10,2,9,79
,,2013/01/04,83,7,1,9,76
,,2013/01/05,61,5,0,9,56
,,2013/01/06,37,6,2,6,31
,,2013/01/07,82,2,1,2,80
,,2013/01/08,168,13,0,23,155
,,2013/01/09,75,1,0,1,74
,,2013/01/10,86,4,0,5,82
,,2013/01/11,127,5,0,6,122
,,2013/01/12,121,2,1,3,119
,,2013/01/13,73,3,0,4,70
,,2013/01/14,99,9,1,13,90
,,2013/01/15,84,5,0,5,79
,,2013/01/16,80,4,0,4,76
,,2013/01/17,74,2,1,1,72
,,2013/01/18,68,3,0,3,65
,,2013/01/19,88,0,0,0,88
,,2013/01/20,41,2,1,2,39
,,2013/01/21,82,4,0,6,78
,,2013/01/22,81,1,0,1,80
,,2013/01/23,83,3,1,4,80
,,2013/01/24,98,8,0,11,90
,,2013/01/25,90,2,0,2,88
,,2013/01/26,62,4,1,3,58
,,2013/01/27,50,0,0,0,50
,,2013/01/28,98,8,3,8,90
,,2013/01/29,89,2,0,3,87
,,2013/01/30,143,5,0,6,138
,,2013/01/31,133,3,0,4,130
,,2013/02/01,108,8,0,8,100
,,2013/02/02,116,4,0,4,112
,,2013/02/03,81,5,1,5,76
,,2013/02/04,142,6,0,7,136
,,2013/02/05,148,7,1,6,141
,,2013/02/06,119,6,1,6,113
,,2013/02/07,120,5,2,4,115
,,2013/02/08,114,8,2,9,106
,,2013/02/09,70,2,0,4,68
,,2013/02/10,38,1,0,2,37
,,2013/02/11,97,2,0,2,95
,,2013/02/12,79,3,0,5,76
,,2013/02/13,158,7,0,12,151
,,2013/02/14,93,8,1,10,85
,,2013/02/15,99,4,1,9,95
,,2013/02/16,72,3,0,3,69
,,2013/02/17,33,3,0,5,30
,,2013/02/18,95,8,1,12,87
,,2013/02/19,191,7,0,11,184
,,2013/02/20,139,7,1,7,132
,,2013/02/21,90,3,0,3,87
,,2013/02/22,95,4,0,4,91
,,2013/02/23,89,4,1,4,85
,,2013/02/24,52,2,0,3,50
,,2013/02/25,98,3,0,3,95
,,2013/02/26,81,1,0,1,80
,,2013/02/27,69,8,0,10,61
,,2013/02/28,74,4,1,8,70
,WOJ. ZACHODNIOPOMORSKIE,,2206,158,12,177,2048
,,2013/01/01,10,0,0,0,10
,,2013/01/02,20,2,0,2,18
,,2013/01/03,34,3,0,3,31
,,2013/01/04,43,6,1,6,37
,,2013/01/05,20,2,1,1,18
,,2013/01/06,19,4,0,6,15
,,2013/01/07,32,3,1,2,29
,,2013/01/08,56,8,2,9,48
,,2013/01/09,46,6,0,6,40
,,2013/01/10,45,7,0,7,38
,,2013/01/11,96,6,0,7,90
,,2013/01/12,38,1,0,1,37
,,2013/01/13,28,1,0,1,27
,,2013/01/14,60,6,0,8,54
,,2013/01/15,52,3,0,3,49
,,2013/01/16,45,3,0,3,42
,,2013/01/17,30,2,1,1,28
,,2013/01/18,33,1,0,1,32
,,2013/01/19,37,1,0,1,36
,,2013/01/20,12,1,0,1,11
,,2013/01/21,36,1,0,2,35
,,2013/01/22,39,3,0,8,36
,,2013/01/23,44,0,0,0,44
,,2013/01/24,46,2,0,2,44
,,2013/01/25,54,3,0,5,51
,,2013/01/26,30,0,0,0,30
,,2013/01/27,19,3,1,5,16
,,2013/01/28,25,3,0,4,22
,,2013/01/29,39,5,0,5,34
,,2013/01/30,49,2,1,1,47
,,2013/01/31,37,2,1,1,35
,,2013/02/01,47,3,0,3,44
,,2013/02/02,30,1,0,3,29
,,2013/02/03,17,2,0,4,15
,,2013/02/04,44,2,0,2,42
,,2013/02/05,52,5,0,5,47
,,2013/02/06,31,1,0,1,30
,,2013/02/07,37,3,0,3,34
,,2013/02/08,42,3,0,4,39
,,2013/02/09,48,3,0,3,45
,,2013/02/10,19,0,0,0,19
,,2013/02/11,34,3,0,3,31
,,2013/02/12,36,2,0,2,34
,,2013/02/13,34,5,0,8,29
,,2013/02/14,44,1,0,1,43
,,2013/02/15,50,0,0,0,50
,,2013/02/16,33,3,0,3,30
,,2013/02/17,14,1,0,1,13
,,2013/02/18,53,6,1,7,47
,,2013/02/19,54,2,0,2,52
,,2013/02/20,62,8,0,8,54
,,2013/02/21,38,2,0,2,36
,,2013/02/22,34,1,0,1,33
,,2013/02/23,29,2,0,2,27
,,2013/02/24,22,1,0,1,21
,,2013/02/25,24,1,1,0,23
,,2013/02/26,33,2,0,2,31
,,2013/02/27,26,2,1,1,24
,,2013/02/28,45,3,0,3,42
